SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED30073,28326,27348,55671,1043,998,2034,2059,1836,3893,1474,1460,2935,3501,3599,7101,7610,7236,14850,4304,3952,8254,3250,3092,6340,2540,2446,4989,1571,1503,3071,717,758,1475,249,472,721,26659,25873,52532,1667,1476,3142,261,266,531,26,25,51,17,24,47,305,326,629,15714,14914,30627,10069,10155,20225,18468,17272,35739,7383,7871,15251,19846,19143,38996,156,157,315,1843,1677,3525,1163,1198,2359,1806,1954,3757,2364,2735,5101,18221,17980,36198,1187,948,2131,2134,2144,4278,484,391,869,577,638,1212,142,162,302,24465,23847,48313,4638,4490,9126
SED30074,24361,24755,49115,1467,1439,2903,3424,3144,6569,1548,1377,2918,1254,1149,2406,2336,2475,4804,2469,2796,5264,3183,3291,6481,3547,3582,7134,3144,3071,6221,1543,1683,3227,443,748,1185,22758,23358,46119,1599,1390,2991,1059,1141,2202,24,34,53,24,31,57,1110,1205,2316,20038,20239,40276,2194,2416,4604,21502,21896,43399,998,1081,2080,21628,21991,43613,211,206,418,3091,2837,5934,916,872,1792,102,193,300,266,716,984,6441,7862,14298,1465,1454,2918,6080,5951,12029,1471,1181,2655,1817,1532,3345,78,81,154,21822,22285,44105,2535,2403,4939
SED30075,29111,30624,59729,1485,1424,2912,3030,2762,5796,2093,2020,4107,3041,3010,6051,4556,4513,9070,3680,3829,7508,3625,3979,7605,3089,3380,6470,2550,2884,5434,1369,1746,3110,583,1080,1660,27861,29480,57340,1254,1140,2393,530,528,1058,25,27,55,15,11,29,566,572,1134,16605,16954,33556,9794,11185,20980,20675,21525,42205,5843,6785,12627,20995,22173,43165,284,232,518,2601,2492,5094,1334,1502,2840,1433,1556,2990,1312,1766,3077,13204,14319,27526,1977,1945,3923,4724,5202,9925,1147,1168,2312,826,1015,1840,121,156,272,25700,27292,52992,3840,3829,7667
SED30076,24360,25015,49374,1676,1586,3264,3416,3218,6634,1674,1577,3249,1578,1468,3046,3345,3446,6793,3534,3718,7246,3165,3335,6509,2859,3317,6178,2264,2275,4544,690,739,1430,163,329,487,23331,24143,47476,1030,870,1903,326,388,714,33,38,69,16,24,35,378,447,826,16507,16894,33408,6672,6915,13581,20095,20401,40496,3191,3514,6708,20406,20943,41347,309,291,600,3174,3033,6208,1178,1200,2380,444,502,947,649,1059,1715,11129,11680,22809,1608,1463,3072,4087,4508,8594,763,769,1533,584,647,1223,55,58,118,23049,23793,46844,897,958,1857
SED30077,22855,24430,47287,1518,1496,3014,2808,2645,5448,1188,1293,2479,1914,2003,3919,4225,4324,8553,3430,3645,7076,3078,3152,6231,2057,2214,4271,1327,1606,2936,894,1199,2096,419,841,1262,21672,23327,44994,1191,1100,2292,354,401,757,30,47,74,33,25,55,412,474,890,16815,17812,34629,4746,5123,9869,18754,19659,38417,2886,3337,6221,19310,20539,39850,268,258,526,2644,2466,5110,925,1038,1970,638,858,1498,900,1346,2251,12430,13354,25783,1059,956,2016,2612,3039,5646,503,508,1016,562,848,1413,80,108,188,21219,22708,43930,1381,1608,2983
SED30078,29073,30066,59141,2244,2160,4406,3714,3792,7498,1980,1841,3818,2665,2292,4962,5366,5587,10952,4166,4431,8595,3285,3618,6907,2798,3155,5952,1862,1894,3758,753,816,1567,242,488,726,28102,29172,57280,968,891,1856,152,179,327,14,14,30,21,24,47,188,213,400,12234,12282,24521,15577,16559,32145,12119,12078,24198,15740,16841,32578,20503,20951,41455,336,311,646,3378,3524,6903,1594,1539,3128,1404,1266,2670,1316,1679,2997,16566,16787,33351,1180,1117,2293,2621,2945,5571,627,683,1311,677,1018,1691,266,379,641,27671,28621,56293,1072,1206,2271
SED30079,27272,27510,54785,1715,1567,3281,2811,2660,5467,1674,1478,3160,2925,2888,5816,5717,5234,10955,3619,3470,7087,2782,2958,5747,2471,2829,5299,2055,2291,4341,1092,1369,2460,413,760,1176,26140,26457,52602,1130,1051,2186,339,382,724,33,30,64,26,36,63,400,451,850,11720,11553,23278,13958,14333,28295,12018,11866,23878,13786,14145,27930,17822,18104,35927,282,227,508,2515,2392,4905,1285,1216,2505,1598,1603,3199,1776,2007,3785,15026,14862,29888,1196,1003,2207,2891,3189,6078,709,763,1479,1045,1382,2430,317,449,763,25453,25582,51028,1611,1737,3351
SED30080,28975,29399,58376,1183,1142,2326,2599,2445,5042,1490,1484,2975,2327,2407,4730,4941,4726,9668,3728,3679,7407,3843,4129,7975,3566,3801,7367,3281,3307,6587,1586,1606,3189,438,666,1103,27482,28059,55538,1494,1340,2837,251,246,498,16,21,35,7,4,14,276,273,547,15851,15738,31590,9634,10299,19929,20092,20067,40159,5533,6077,11610,20184,20327,40510,241,237,479,2279,2167,4440,1028,1053,2082,848,915,1757,1220,1690,2919,14208,14368,28580,1880,1837,3716,4170,4556,8720,919,948,1868,579,611,1197,95,115,208,24651,25390,50042,9986,10459,20441
SED30081,25922,27074,52997,2162,1963,4119,4265,4140,8405,2064,1950,4010,1983,2013,3998,3476,3954,7433,3286,3713,6994,3399,3588,6986,2652,2824,5472,1757,1813,3571,698,825,1526,178,296,473,24158,25979,50138,1761,1096,2864,1701,1831,3529,325,357,685,308,348,652,2333,2536,4872,21375,22335,43710,2648,2969,5619,22834,23974,46806,1298,1487,2779,22989,24168,47159,327,334,656,3877,3807,7687,1277,1325,2604,347,613,956,565,1323,1889,8390,9984,18378,2046,1895,3933,5183,5540,10724,1160,1001,2166,951,846,1803,61,58,116,23588,25311,48899,1593,1722,3316
SED30082,24317,26114,50427,1545,1439,2980,3376,3406,6780,1750,1735,3485,1691,1685,3381,3048,3164,6216,2876,3042,5919,3101,3445,6546,2961,3296,6262,2369,2695,5067,1215,1537,2758,381,654,1038,22826,24844,47666,1492,1267,2758,1055,1113,2170,29,21,51,42,48,90,1131,1186,2312,19928,21564,41492,2538,2783,5325,21495,23242,44740,1067,1222,2287,21445,23259,44708,246,239,483,3075,3146,6230,1096,1210,2305,294,494,793,638,1212,1849,8707,10043,18752,1455,1527,2983,4940,5338,10282,1121,1053,2172,1260,1371,2635,101,107,208,21844,23700,45544,2530,2535,5059
SED30083,23959,27055,51015,1628,1624,3254,3378,3249,6624,1653,1619,3270,1657,1684,3343,3432,3563,6991,2868,3170,6041,2710,3095,5808,2528,3006,5534,2081,2698,4783,1413,2061,3475,613,1289,1908,22635,25806,48445,1324,1249,2577,839,956,1797,34,52,93,23,18,42,897,1032,1928,18582,21110,39692,3800,4013,7807,19888,22574,42466,2580,2642,5221,20485,23372,43853,271,291,563,3132,2997,6127,1107,1177,2283,427,543,965,861,1314,2172,9283,10474,19756,1323,1473,2801,4457,5403,9865,988,977,1962,1115,1530,2646,112,124,240,21811,24507,46316,1880,2380,4262
SED30084,24932,24882,49815,1574,1493,3071,2873,2829,5696,1462,1445,2908,1948,1979,3923,3883,3897,7773,3350,3354,6706,3532,3498,7029,3108,3057,6163,2043,1912,3953,845,956,1800,313,475,784,22995,23435,46429,1935,1446,3389,1908,2008,3917,211,262,470,346,325,669,2461,2593,5053,18806,18642,37452,3694,4024,7715,20825,20772,41596,1802,2037,3843,20945,20914,41863,266,210,471,2576,2554,5127,927,967,1891,397,590,989,808,1362,2164,9980,10823,20802,1786,1590,3370,4418,4197,8612,965,846,1811,973,933,1906,78,72,150,21524,22138,43663,4921,4396,9322
SED30085,21061,20050,41111,1594,1472,3062,3028,2752,5779,1195,1046,2245,1083,1145,2231,2614,2663,5272,2488,2568,5052,2910,2746,5648,2746,2493,5241,2107,1741,3846,1021,988,2008,281,442,731,19281,18642,37922,1782,1415,3195,1651,1755,3403,39,48,86,39,41,80,1732,1841,3566,17120,16297,33415,1347,1390,2734,18047,17297,35349,674,657,1327,17958,17148,35104,222,212,432,2603,2360,4960,639,605,1242,72,174,248,232,593,826,5150,6571,11728,1169,1138,2306,4867,3977,8846,1121,770,1890,1617,1172,2794,115,76,192,17744,17267,35004,5745,3397,9142
SED30086,31380,32897,64271,2603,2538,5136,4629,4395,9018,2169,2091,4260,2473,2368,4835,4832,5167,9996,4120,4313,8434,3584,3926,7515,3066,3400,6461,2403,2607,5011,1095,1385,2482,409,708,1121,30026,31615,61632,1354,1284,2636,1065,1162,2226,66,91,149,76,70,144,1205,1316,2517,20537,21122,41661,8425,9230,17661,24716,25573,50291,4480,4986,9467,24320,25576,49896,418,402,820,4097,3882,7979,1272,1351,2621,417,530,952,659,1340,1995,10535,11760,22302,2211,2249,4463,5970,6224,12194,1555,1488,3047,1388,1514,2897,233,292,533,28944,30127,59070,2141,2532,4671
SED30087,30344,29304,59648,2072,1927,4001,4425,4131,8562,1831,1783,3616,1757,1807,3569,4243,4308,8550,4206,4216,8421,4485,4282,8768,3740,3467,7210,2380,2068,4450,973,942,1919,234,354,583,27087,27700,54784,3260,1600,4863,735,837,1573,208,195,401,148,183,332,1089,1213,2305,22874,22155,45023,4082,4537,8621,25775,25232,51010,1458,1696,3161,25123,24655,49774,355,320,677,3990,3770,7761,1099,1163,2265,212,339,547,442,1088,1525,9373,10887,20258,2410,2070,4476,6587,5851,12438,1282,1104,2387,1046,901,1949,45,34,83,25172,25986,51158,6098,5788,11884
SED30088,31702,31878,63578,2933,2852,5788,5356,5133,10489,2495,2275,4769,2525,2398,4921,4885,5076,9958,4274,4244,8520,3486,3726,7215,2838,2988,5827,1979,2083,4063,758,837,1594,171,268,439,30505,30800,61306,1192,1083,2275,1112,1164,2280,109,108,219,85,117,201,1315,1386,2698,17497,17468,34966,11379,11532,22908,19747,19946,39687,9356,9340,18697,22180,22590,44770,397,387,784,4598,4451,9054,1473,1467,2944,473,601,1080,882,1394,2275,10093,10662,20752,2047,2047,4093,5125,5078,10203,1551,1342,2897,1577,1601,3180,585,642,1229,29217,29371,58592,2191,2262,4451
SED30089,25468,25920,51391,1618,1575,3195,2784,2670,5454,1544,1526,3066,2458,2461,4910,4742,4664,9403,3906,3875,7780,3346,3333,6678,2409,2465,4871,1458,1579,3036,839,1125,1961,362,667,1030,24225,24772,48996,1246,1153,2394,297,287,584,20,32,49,18,29,46,335,345,677,17279,17846,35124,6555,6548,13105,19273,19520,38800,4651,4934,9586,20601,21307,41902,304,263,568,2578,2485,5064,1212,1232,2442,1257,1350,2608,1441,1714,3151,14388,14974,29365,1164,903,2066,2591,2785,5378,562,516,1076,643,786,1429,117,161,280,23136,23741,46879,1803,1729,3539
SED39494,6937,5572,12510,182,160,339,249,233,489,212,203,408,559,576,1133,1288,1005,2293,964,514,1485,975,688,1663,1147,1224,2373,1120,798,1916,225,153,381,19,18,44,0,0,0,6937,5572,12510,423,255,678,42,24,67,21,29,51,488,310,799,4186,3164,7348,1580,1575,3157,4759,3934,8697,636,657,1293,4444,3602,8050,15,12,25,179,179,353,58,76,131,73,96,169,124,177,295,2120,2089,4206,492,379,867,1468,1198,2664,448,281,729,325,186,510,50,24,70,0,0,0,0,0,0
SED39797,66,87,150,0,3,3,0,0,4,3,5,11,3,4,11,4,6,11,7,3,14,10,7,24,7,19,30,13,16,33,7,7,16,0,0,4,56,81,135,10,3,21,0,3,6,0,0,0,0,0,0,0,5,3,43,50,89,18,20,40,56,56,110,7,10,21,51,65,116,0,0,0,0,0,4,3,5,7,0,0,0,0,3,3,24,23,50,7,9,15,13,26,39,3,7,11,5,6,17,0,0,0,0,0,0,940,1037,1974
